id,name,supertype,types,price_date,normal_market,normal_low,normal_high,reverse_market,reverse_low,reverse_high,holo_market,holo_low,holo_high,month
swsh12-214,Leafy Camo Poncho,Trainer,,2025/02/22,,,,,,,1.61,1.0,11.5,feb
swsh12-215,V Guard Energy,Energy,,2025/02/22,,,,,,,1.81,1.0,20.0,feb
swsh12pt5-1,Oddish,Pokémon,Grass,2025/02/22,0.06,0.01,1.31,0.23,0.1,1.24,,,,feb
swsh12pt5-2,Gloom,Pokémon,Grass,2025/02/22,0.05,0.01,1.28,0.21,0.1,29.99,,,,feb
swsh12pt5-3,Bellossom,Pokémon,Grass,2025/02/22,0.09,0.01,2.0,0.25,0.1,1.47,,,,feb
swsh12pt5-4,Tangela,Pokémon,Grass,2025/02/22,0.05,0.01,5.0,0.24,0.1,1.5,,,,feb
swsh12pt5-5,Tangrowth,Pokémon,Grass,2025/02/22,0.07,0.01,2.0,0.22,0.1,1.5,,,,feb
swsh12pt5-6,Scyther,Pokémon,Grass,2025/02/22,0.05,0.01,1.28,0.24,0.19,1.67,,,,feb
swsh12pt5-7,Sunkern,Pokémon,Grass,2025/02/22,0.06,0.01,1.28,0.19,0.02,1.63,,,,feb
swsh12pt5-8,Yanma,Pokémon,Grass,2025/02/22,0.03,0.01,1.28,0.21,0.05,4.99,,,,feb
swsh12pt5-9,Yanmega,Pokémon,Grass,2025/02/22,0.08,0.01,2.0,0.23,0.14,4.99,,,,feb
swsh12pt5-10,Kricketot,Pokémon,Grass,2025/02/22,0.04,0.01,1.28,0.22,0.06,4.99,,,,feb
swsh12pt5-11,Cherubi,Pokémon,Grass,2025/02/22,0.06,0.01,1.28,0.2,0.1,1.71,,,,feb
swsh12pt5-12,Carnivine,Pokémon,Grass,2025/02/22,0.04,0.01,1.28,0.22,0.1,1.66,,,,feb
swsh12pt5-13,Leafeon V,Pokémon,Grass,2025/02/22,,,,,,,0.95,0.45,89.0,feb
swsh12pt5-14,Leafeon VSTAR,Pokémon,Grass,2025/02/22,,,,,,,1.66,0.99,19.95,feb
swsh12pt5-15,Grubbin,Pokémon,Grass,2025/02/22,0.03,0.01,1.28,0.21,0.05,1.0,,,,feb
swsh12pt5-16,Zarude,Pokémon,Grass,2025/02/22,,,,0.32,0.1,1.95,0.19,0.05,2.95,feb
swsh12pt5-17,Calyrex,Pokémon,Grass,2025/02/22,,,,0.35,0.23,4.99,0.28,0.1,2.95,feb
swsh12pt5-18,Charizard V,Pokémon,Fire,2025/02/22,,,,,,,2.32,1.5,298.0,feb
swsh12pt5-19,Charizard VSTAR,Pokémon,Fire,2025/02/22,,,,,,,5.1,3.75,20.0,feb
swsh12pt5-20,Radiant Charizard,Pokémon,Fire,2025/02/22,,,,,,,4.32,2.5,89.0,feb
swsh12pt5-21,Entei,Pokémon,Fire,2025/02/22,,,,0.31,0.15,2.0,0.27,0.09,2.0,feb
swsh12pt5-22,Simisear V,Pokémon,Fire,2025/02/22,,,,,,,0.47,0.15,5.99,feb
swsh12pt5-23,Simisear VSTAR,Pokémon,Fire,2025/02/22,,,,,,,1.09,0.25,9.95,feb
swsh12pt5-24,Larvesta,Pokémon,Fire,2025/02/22,0.02,0.01,1.28,0.19,0.07,1.37,,,,feb
swsh12pt5-25,Volcarona,Pokémon,Fire,2025/02/22,0.08,0.01,2.0,0.24,0.14,7.99,,,,feb
swsh12pt5-26,Volcanion,Pokémon,Fire,2025/02/22,,,,0.26,0.15,1.57,0.18,0.01,2.0,feb
swsh12pt5-27,Salandit,Pokémon,Fire,2025/02/22,0.03,0.01,1.28,0.24,0.1,2.0,,,,feb
swsh12pt5-28,Salazzle,Pokémon,Fire,2025/02/22,0.03,0.01,5.0,0.21,0.08,1.59,,,,feb
swsh12pt5-29,Seel,Pokémon,Water,2025/02/22,0.05,0.01,6.0,0.21,0.1,1.62,,,,feb
swsh12pt5-30,Galarian Mr. Mime,Pokémon,Water,2025/02/22,0.05,0.01,1.28,0.19,0.14,0.99,,,,feb
swsh12pt5-31,Wailmer,Pokémon,Water,2025/02/22,0.06,0.01,1.28,0.33,0.15,2.0,,,,feb
swsh12pt5-32,Wailord,Pokémon,Water,2025/02/22,0.13,0.01,89.0,0.2,0.12,1.95,,,,feb
swsh12pt5-33,Corphish,Pokémon,Water,2025/02/22,0.03,0.01,1.28,0.22,0.1,4.99,,,,feb
swsh12pt5-34,Snorunt,Pokémon,Water,2025/02/22,0.04,0.01,1.28,0.18,0.06,9.99,,,,feb
swsh12pt5-35,Luvdisc,Pokémon,Water,2025/02/22,0.03,0.01,1.28,0.2,0.1,1.99,,,,feb
swsh12pt5-36,Kyogre,Pokémon,Water,2025/02/22,,,,0.53,0.2,5.39,0.23,0.04,5.19,feb
swsh12pt5-37,Kyogre V,Pokémon,Water,2025/02/22,,,,,,,0.57,0.09,35.0,feb
swsh12pt5-38,Glaceon V,Pokémon,Water,2025/02/22,,,,,,,0.84,0.42,6.0,feb
swsh12pt5-39,Shinx,Pokémon,Lightning,2025/02/22,0.06,0.01,2.0,0.21,0.05,9.99,,,,feb
swsh12pt5-40,Shinx,Pokémon,Lightning,2025/02/22,0.06,0.01,1.31,0.25,0.1,1.61,,,,feb
swsh12pt5-41,Luxio,Pokémon,Lightning,2025/02/22,0.06,0.01,1.28,0.26,0.12,2.0,,,,feb
swsh12pt5-42,Luxio,Pokémon,Lightning,2025/02/22,0.06,0.01,5.0,0.21,0.05,1.24,,,,feb
swsh12pt5-43,Luxray,Pokémon,Lightning,2025/02/22,0.11,0.01,1.53,0.22,0.09,4.99,,,,feb
swsh12pt5-44,Luxray,Pokémon,Lightning,2025/02/22,0.13,0.01,2.0,0.24,0.15,1.49,,,,feb
swsh12pt5-45,Rotom V,Pokémon,Lightning,2025/02/22,,,,,,,1.15,0.25,89.0,feb
swsh12pt5-46,Rotom VSTAR,Pokémon,Lightning,2025/02/22,,,,,,,0.69,0.43,89.0,feb
swsh12pt5-47,Emolga,Pokémon,Lightning,2025/02/22,0.05,0.01,1.28,0.24,0.05,9.99,,,,feb
swsh12pt5-48,Eelektrik,Pokémon,Lightning,2025/02/22,0.04,0.01,1.28,0.21,0.1,1.53,,,,feb
swsh12pt5-49,Helioptile,Pokémon,Lightning,2025/02/22,0.03,0.01,89.0,0.2,0.05,1.5,,,,feb
swsh12pt5-50,Heliolisk,Pokémon,Lightning,2025/02/22,0.07,0.01,2.0,0.17,0.1,1.42,,,,feb
swsh12pt5-51,Radiant Charjabug,Pokémon,Lightning,2025/02/22,,,,,,,0.26,0.03,89.0,feb
swsh12pt5-52,Zeraora,Pokémon,Lightning,2025/02/22,0.11,0.01,2.0,0.29,0.12,1.4,,,,feb
swsh12pt5-53,Zeraora V,Pokémon,Lightning,2025/02/22,,,,,,,0.54,0.15,5.95,feb
swsh12pt5-54,Zeraora VMAX,Pokémon,Lightning,2025/02/22,,,,,,,1.97,0.97,89.0,feb
swsh12pt5-55,Zeraora VSTAR,Pokémon,Lightning,2025/02/22,,,,,,,1.25,0.5,89.0,feb
swsh12pt5-56,Pincurchin,Pokémon,Lightning,2025/02/22,0.05,0.01,1.28,0.28,0.1,9.99,,,,feb
swsh12pt5-57,Exeggcute,Pokémon,Psychic,2025/02/22,0.02,0.01,1.28,0.24,0.08,4.0,,,,feb
swsh12pt5-58,Exeggutor,Pokémon,Psychic,2025/02/22,0.09,0.01,2.0,0.22,0.1,0.99,,,,feb
swsh12pt5-59,Mewtwo,Pokémon,Psychic,2025/02/22,,,,0.39,0.25,1.99,0.4,0.15,5.95,feb
swsh12pt5-60,Mew V,Pokémon,Psychic,2025/02/22,,,,,,,1.4,0.79,89.0,feb
swsh12pt5-61,Girafarig,Pokémon,Psychic,2025/02/22,0.05,0.01,1.28,0.19,0.1,1.64,,,,feb
swsh12pt5-62,Lunatone,Pokémon,Psychic,2025/02/22,0.03,0.01,1.28,0.19,0.08,0.99,,,,feb
swsh12pt5-63,Dusclops,Pokémon,Psychic,2025/02/22,0.07,0.01,1.28,0.37,0.05,1.0,,,,feb
swsh12pt5-64,Tapu Lele,Pokémon,Psychic,2025/02/22,,,,0.25,0.1,2.0,0.22,0.1,2.0,feb
swsh12pt5-65,Hatterene V,Pokémon,Psychic,2025/02/22,,,,,,,0.58,0.22,6.99,feb
swsh12pt5-66,Hatterene VMAX,Pokémon,Psychic,2025/02/22,,,,,,,1.26,0.75,89.0,feb
swsh12pt5-67,Enamorus,Pokémon,Psychic,2025/02/22,0.09,0.01,2.0,0.22,0.1,4.99,,,,feb
swsh12pt5-68,Graveler,Pokémon,Fighting,2025/02/22,0.04,0.01,5.0,0.24,0.1,10.0,,,,feb
swsh12pt5-69,Solrock,Pokémon,Fighting,2025/02/22,0.03,0.01,5.0,0.2,0.14,1.5,,,,feb
swsh12pt5-70,Baltoy,Pokémon,Fighting,2025/02/22,0.02,0.01,1.28,0.22,0.05,1.38,,,,feb
swsh12pt5-71,Riolu,Pokémon,Fighting,2025/02/22,0.03,0.01,1.31,0.22,0.05,1.33,,,,feb
swsh12pt5-72,Pancham,Pokémon,Fighting,2025/02/22,0.03,0.01,89.0,0.19,0.1,2.0,,,,feb
swsh12pt5-73,Rockruff,Pokémon,Fighting,2025/02/22,0.05,0.01,2.0,0.2,0.06,1.36,,,,feb
swsh12pt5-74,Lycanroc,Pokémon,Fighting,2025/02/22,0.09,0.01,2.0,0.22,0.11,2.0,,,,feb
swsh12pt5-75,Koffing,Pokémon,Darkness,2025/02/22,0.04,0.01,5.0,0.21,0.11,0.99,,,,feb
swsh12pt5-76,Absol,Pokémon,Darkness,2025/02/22,,,,0.32,0.19,9.99,0.25,0.09,2.04,feb
swsh12pt5-77,Purrloin,Pokémon,Darkness,2025/02/22,0.05,0.01,6.0,0.21,0.05,1.5,,,,feb
swsh12pt5-78,Liepard,Pokémon,Darkness,2025/02/22,0.08,0.01,1.53,0.23,0.1,1.24,,,,feb
swsh12pt5-79,Krokorok,Pokémon,Darkness,2025/02/22,0.04,0.01,1.28,0.2,0.1,2.0,,,,feb
swsh12pt5-80,Pangoro,Pokémon,Darkness,2025/02/22,0.08,0.01,2.0,0.19,0.09,2.0,,,,feb
swsh12pt5-81,Skrelp,Pokémon,Darkness,2025/02/22,0.06,0.01,5.0,0.25,0.1,29.99,,,,feb
swsh12pt5-82,Dragalge,Pokémon,Darkness,2025/02/22,0.1,0.01,2.0,0.4,0.1,1.62,,,,feb
swsh12pt5-83,Hoopa,Pokémon,Darkness,2025/02/22,,,,0.26,0.15,1.72,0.25,0.09,2.0,feb
swsh12pt5-84,Galarian Meowth,Pokémon,Metal,2025/02/22,0.06,0.01,2.0,0.2,0.1,19.99,,,,feb
swsh12pt5-85,Galarian Perrserker,Pokémon,Metal,2025/02/22,0.11,0.01,2.0,0.2,0.1,1.6,,,,feb
swsh12pt5-86,Scizor,Pokémon,Metal,2025/02/22,0.08,0.01,2.0,0.31,0.05,19.99,,,,feb
swsh12pt5-87,Aron,Pokémon,Metal,2025/02/22,0.06,0.01,1.28,0.23,0.1,1.0,,,,feb
swsh12pt5-88,Lairon,Pokémon,Metal,2025/02/22,0.05,0.01,1.28,0.23,0.1,0.82,,,,feb
swsh12pt5-89,Aggron,Pokémon,Metal,2025/02/22,,,,0.31,0.1,5.95,0.22,0.05,5.95,feb
swsh12pt5-90,Metang,Pokémon,Metal,2025/02/22,0.03,0.01,6.0,0.2,0.1,9.99,,,,feb
swsh12pt5-91,Pawniard,Pokémon,Metal,2025/02/22,0.06,0.01,89.0,0.22,0.09,9.99,,,,feb
swsh12pt5-92,Pawniard,Pokémon,Metal,2025/02/22,0.05,0.01,1.31,0.24,0.1,1.71,,,,feb
swsh12pt5-93,Bisharp,Pokémon,Metal,2025/02/22,0.03,0.01,1.28,0.26,0.15,2.0,,,,feb
swsh12pt5-94,Zacian,Pokémon,Metal,2025/02/22,,,,0.28,0.12,2.95,0.18,0.04,2.95,feb
swsh12pt5-95,Zacian V,Pokémon,Metal,2025/02/22,,,,,,,0.53,0.23,89.0,feb
swsh12pt5-96,Zacian VSTAR,Pokémon,Metal,2025/02/22,,,,,,,0.98,0.68,89.0,feb
swsh12pt5-97,Zamazenta,Pokémon,Metal,2025/02/22,,,,0.42,0.1,3.25,0.26,0.1,4.25,feb
swsh12pt5-98,Zamazenta V,Pokémon,Metal,2025/02/22,,,,,,,0.56,0.18,89.0,feb
swsh12pt5-99,Zamazenta VSTAR,Pokémon,Metal,2025/02/22,,,,,,,1.12,0.37,89.0,feb
swsh12pt5-100,Rayquaza V,Pokémon,Dragon,2025/02/22,,,,,,,0.62,0.2,89.0,feb
swsh12pt5-101,Rayquaza VMAX,Pokémon,Dragon,2025/02/22,,,,,,,2.93,1.98,12.0,feb
swsh12pt5-102,Rayquaza VMAX,Pokémon,Dragon,2025/02/22,,,,,,,2.8,2.0,16.0,feb
swsh12pt5-103,Duraludon V,Pokémon,Dragon,2025/02/22,,,,,,,0.46,0.25,5.95,feb
swsh12pt5-104,Duraludon VMAX,Pokémon,Dragon,2025/02/22,,,,,,,1.29,0.65,30.0,feb
swsh12pt5-105,Radiant Eternatus,Pokémon,Dragon,2025/02/22,,,,,,,0.48,0.07,89.0,feb
swsh12pt5-106,Tauros,Pokémon,Colorless,2025/02/22,0.12,0.01,2.0,0.19,0.11,2.4,,,,feb
swsh12pt5-107,Ditto,Pokémon,Colorless,2025/02/22,,,,0.54,0.34,9.99,0.4,0.15,9.95,feb
swsh12pt5-108,Eevee V,Pokémon,Colorless,2025/02/22,,,,,,,2.76,1.15,89.0,feb
swsh12pt5-109,Snorlax,Pokémon,Colorless,2025/02/22,0.23,0.01,34.0,0.39,0.2,1.1,,,,feb
swsh12pt5-110,Starly,Pokémon,Colorless,2025/02/22,0.05,0.01,1.28,0.24,0.1,1.62,,,,feb
swsh12pt5-111,Bidoof,Pokémon,Colorless,2025/02/22,0.1,0.01,11.5,0.25,0.05,1.99,,,,feb
swsh12pt5-112,Chatot,Pokémon,Colorless,2025/02/22,0.03,0.01,1.28,0.2,0.1,1.62,,,,feb
swsh12pt5-113,Regigigas V,Pokémon,Colorless,2025/02/22,,,,,,,0.51,0.18,65.0,feb
swsh12pt5-114,Regigigas VSTAR,Pokémon,Colorless,2025/02/22,,,,,,,1.25,0.44,9.95,feb
swsh12pt5-115,Shaymin,Pokémon,Colorless,2025/02/22,0.05,0.01,1.28,0.2,0.1,1.24,,,,feb
swsh12pt5-116,Stoutland V,Pokémon,Colorless,2025/02/22,,,,,,,0.52,0.2,89.0,feb
swsh12pt5-117,Yungoos,Pokémon,Colorless,2025/02/22,0.03,0.01,1.28,0.2,0.02,1.37,,,,feb
swsh12pt5-118,Gumshoos,Pokémon,Colorless,2025/02/22,0.08,0.01,2.0,0.2,0.05,1.63,,,,feb
swsh12pt5-119,Oranguru,Pokémon,Colorless,2025/02/22,0.07,0.01,2.0,0.19,0.1,1.62,,,,feb
swsh12pt5-120,Greedent V,Pokémon,Colorless,2025/02/22,,,,,,,0.48,0.29,89.0,feb
swsh12pt5-121,Wooloo,Pokémon,Colorless,2025/02/22,0.05,0.01,89.0,0.22,0.1,1.47,,,,feb
swsh12pt5-122,Dubwool,Pokémon,Colorless,2025/02/22,0.06,0.01,15.0,0.18,0.06,4.99,,,,feb
swsh12pt5-123,Bea,Trainer,,2025/02/22,,,,0.26,0.05,5.95,0.2,0.1,5.95,feb
swsh12pt5-124,Bede,Trainer,,2025/02/22,,,,0.23,0.06,3.0,0.18,0.03,3.0,feb
swsh12pt5-125,Crushing Hammer,Trainer,,2025/02/22,0.06,0.01,11.5,0.21,0.02,2.99,,,,feb
swsh12pt5-126,Digging Duo,Trainer,,2025/02/22,0.04,0.01,11.5,0.18,0.08,5.0,,,,feb
swsh12pt5-127,Energy Retrieval,Trainer,,2025/02/22,0.1,0.01,11.5,0.25,0.06,9.99,,,,feb
swsh12pt5-128,Energy Search,Trainer,,2025/02/22,0.06,0.01,2.0,0.17,0.08,1.36,,,,feb
swsh12pt5-129,Energy Switch,Trainer,,2025/02/22,0.09,0.01,11.5,0.24,0.01,9.99,,,,feb
swsh12pt5-130,Friends in Hisui,Trainer,,2025/02/22,0.05,0.01,11.5,0.19,0.09,9.99,,,,feb
swsh12pt5-131,Friends in Sinnoh,Trainer,,2025/02/22,0.07,0.01,11.5,0.2,0.09,9.99,,,,feb
swsh12pt5-132,Great Ball,Trainer,,2025/02/22,0.05,0.01,11.5,0.21,0.08,3.99,,,,feb
swsh12pt5-133,Hop,Trainer,,2025/02/22,,,,0.22,0.1,1.67,0.18,0.05,1.95,feb
swsh12pt5-134,Leon,Trainer,,2025/02/22,,,,0.27,0.1,2.95,0.22,0.05,2.99,feb
swsh12pt5-135,Lost Vacuum,Trainer,,2025/02/22,0.1,0.01,11.5,0.24,0.08,2.0,,,,feb
swsh12pt5-136,Nessa,Trainer,,2025/02/22,,,,0.29,0.1,5.95,0.25,0.09,39.0,feb
swsh12pt5-137,Poké Ball,Trainer,,2025/02/22,0.05,0.01,11.5,0.17,0.1,1.61,,,,feb
swsh12pt5-138,Pokémon Catcher,Trainer,,2025/02/22,0.1,0.01,11.5,0.23,0.04,1.5,,,,feb
swsh12pt5-139,Potion,Trainer,,2025/02/22,0.05,0.01,11.5,0.19,0.08,4.99,,,,feb
swsh12pt5-140,Raihan,Trainer,,2025/02/22,,,,0.32,0.1,2.99,0.22,0.06,5.98,feb
swsh12pt5-141,Rare Candy,Trainer,,2025/02/22,0.15,0.01,11.5,0.24,0.1,2.95,,,,feb
swsh12pt5-142,Rescue Carrier,Trainer,,2025/02/22,0.05,0.01,11.5,0.21,0.05,2.99,,,,feb
swsh12pt5-143,Sky Seal Stone,Trainer,,2025/02/22,,,,,,,0.14,0.04,19.95,feb
swsh12pt5-144,Switch,Trainer,,2025/02/22,0.08,0.01,11.5,0.22,0.07,5.0,,,,feb
swsh12pt5-145,Trekking Shoes,Trainer,,2025/02/22,0.08,0.01,1.5,0.26,0.1,1.42,,,,feb
swsh12pt5-146,Ultra Ball,Trainer,,2025/02/22,0.12,0.01,1.95,0.36,0.08,1.99,,,,feb
swsh12pt5-147,Elesa's Sparkle,Trainer,,2025/02/22,,,,,,,16.17,14.81,49.99,feb
swsh12pt5-148,Friends in Hisui,Trainer,,2025/02/22,,,,,,,5.3,3.5,89.0,feb
swsh12pt5-149,Friends in Sinnoh,Trainer,,2025/02/22,,,,,,,7.4,5.46,36.0,feb
swsh12pt5-150,Professor's Research,Trainer,,2025/02/22,,,,,,,2.5,1.49,12.99,feb
swsh12pt5-151,Volo,Trainer,,2025/02/22,,,,,,,1.76,0.06,12.0,feb
swsh12pt5-152,Grass Energy,Energy,,2025/02/22,,,,,,,2.08,1.0,7.95,feb
swsh12pt5-153,Fire Energy,Energy,,2025/02/22,,,,,,,2.5,1.5,9.99,feb
swsh12pt5-154,Water Energy,Energy,,2025/02/22,,,,,,,2.35,1.5,9.98,feb
swsh12pt5-155,Lightning Energy,Energy,,2025/02/22,,,,,,,1.73,1.25,8.0,feb
swsh12pt5-156,Psychic Energy,Energy,,2025/02/22,,,,,,,2.65,1.27,9.99,feb
swsh12pt5-157,Fighting Energy,Energy,,2025/02/22,,,,,,,1.4,0.91,14.99,feb
swsh12pt5-158,Darkness Energy,Energy,,2025/02/22,,,,,,,2.33,1.5,10.0,feb
swsh12pt5-159,Metal Energy,Energy,,2025/02/22,,,,,,,1.44,0.99,89.0,feb
swsh12pt5-160,Pikachu,Pokémon,Lightning,2025/02/22,,,,,,,17.94,15.0,150.0,feb
swsh12pt5gg-GG01,Hisuian Voltorb,Pokémon,Grass,2025/02/22,,,,,,,1.13,0.5,999.99,feb
swsh12pt5gg-GG02,Kricketune,Pokémon,Grass,2025/02/22,,,,,,,1.92,1.0,999.99,feb
swsh12pt5gg-GG03,Magmortar,Pokémon,Fire,2025/02/22,,,,,,,6.05,4.5,19.99,feb
swsh12pt5gg-GG04,Oricorio,Pokémon,Fire,2025/02/22,,,,,,,1.45,0.5,89.0,feb
swsh12pt5gg-GG05,Lapras,Pokémon,Water,2025/02/22,,,,,,,9.76,7.0,45.99,feb
swsh12pt5gg-GG06,Manaphy,Pokémon,Water,2025/02/22,,,,,,,3.61,2.35,19.99,feb
swsh12pt5gg-GG07,Keldeo,Pokémon,Water,2025/02/22,,,,,,,7.5,4.77,89.0,feb
swsh12pt5gg-GG08,Electivire,Pokémon,Lightning,2025/02/22,,,,,,,3.62,2.5,89.0,feb
swsh12pt5gg-GG09,Toxtricity,Pokémon,Lightning,2025/02/22,,,,,,,1.09,0.5,999.99,feb
swsh12pt5gg-GG10,Mew,Pokémon,Psychic,2025/02/22,,,,,,,22.0,16.98,94.99,feb
swsh12pt5gg-GG11,Lunatone,Pokémon,Psychic,2025/02/22,,,,,,,2.29,1.46,999.99,feb
swsh12pt5gg-GG12,Deoxys,Pokémon,Psychic,2025/02/22,,,,,,,5.25,3.99,999.99,feb
swsh12pt5gg-GG13,Diancie,Pokémon,Psychic,2025/02/22,,,,,,,1.94,0.89,999.99,feb
swsh12pt5gg-GG14,Comfey,Pokémon,Psychic,2025/02/22,,,,,,,1.27,0.5,89.0,feb
swsh12pt5gg-GG15,Solrock,Pokémon,Fighting,2025/02/22,,,,,,,2.06,1.0,89.0,feb
swsh12pt5gg-GG16,Absol,Pokémon,Darkness,2025/02/22,,,,,,,2.75,1.89,89.0,feb
swsh12pt5gg-GG17,Thievul,Pokémon,Darkness,2025/02/22,,,,,,,1.35,0.75,9.99,feb
swsh12pt5gg-GG18,Magnezone,Pokémon,Metal,2025/02/22,,,,,,,2.03,1.47,19.99,feb
swsh12pt5gg-GG19,Altaria,Pokémon,Dragon,2025/02/22,,,,,,,3.03,2.0,89.0,feb
swsh12pt5gg-GG20,Latias,Pokémon,Dragon,2025/02/22,,,,,,,9.3,8.4,89.0,feb
swsh12pt5gg-GG21,Hisuian Goodra,Pokémon,Dragon,2025/02/22,,,,,,,1.27,0.72,999.99,feb
swsh12pt5gg-GG22,Ditto,Pokémon,Colorless,2025/02/22,,,,,,,3.76,1.79,999.99,feb
swsh12pt5gg-GG23,Dunsparce,Pokémon,Colorless,2025/02/22,,,,,,,1.4,0.7,89.0,feb
swsh12pt5gg-GG24,Miltank,Pokémon,Colorless,2025/02/22,,,,,,,3.37,2.5,999.99,feb
swsh12pt5gg-GG25,Bibarel,Pokémon,Colorless,2025/02/22,,,,,,,1.71,0.99,19.99,feb
swsh12pt5gg-GG26,Riolu,Pokémon,Fighting,2025/02/22,,,,,,,3.26,1.86,999.99,feb
swsh12pt5gg-GG27,Swablu,Pokémon,Colorless,2025/02/22,,,,,,,2.05,0.96,999.99,feb
swsh12pt5gg-GG28,Duskull,Pokémon,Psychic,2025/02/22,,,,,,,2.58,1.68,89.0,feb
swsh12pt5gg-GG29,Bidoof,Pokémon,Colorless,2025/02/22,,,,,,,2.33,1.49,20.0,feb
swsh12pt5gg-GG30,Pikachu,Pokémon,Lightning,2025/02/22,,,,,,,11.82,9.84,89.0,feb
swsh12pt5gg-GG31,Turtwig,Pokémon,Grass,2025/02/22,,,,,,,3.03,1.2,999.99,feb
swsh12pt5gg-GG32,Paras,Pokémon,Grass,2025/02/22,,,,,,,2.15,0.75,999.99,feb
swsh12pt5gg-GG33,Poochyena,Pokémon,Darkness,2025/02/22,,,,,,,2.23,1.0,999.99,feb
swsh12pt5gg-GG34,Mareep,Pokémon,Lightning,2025/02/22,,,,,,,2.64,1.17,10.0,feb
swsh12pt5gg-GG35,Leafeon VSTAR,Pokémon,Grass,2025/02/22,,,,,,,44.29,38.9,100.0,feb
swsh12pt5gg-GG36,Entei V,Pokémon,Fire,2025/02/22,,,,,,,31.24,27.57,100.23,feb
swsh12pt5gg-GG37,Simisear VSTAR,Pokémon,Fire,2025/02/22,,,,,,,11.45,8.0,99.95,feb
swsh12pt5gg-GG38,Suicune V,Pokémon,Water,2025/02/22,,,,,,,35.57,30.0,90.62,feb
swsh12pt5gg-GG39,Lumineon V,Pokémon,Water,2025/02/22,,,,,,,12.72,9.78,100.0,feb
swsh12pt5gg-GG40,Glaceon VSTAR,Pokémon,Water,2025/02/22,,,,,,,41.76,39.0,179.0,feb
swsh12pt5gg-GG41,Raikou V,Pokémon,Lightning,2025/02/22,,,,,,,31.22,24.9,99.99,feb
swsh12pt5gg-GG42,Zeraora VMAX,Pokémon,Lightning,2025/02/22,,,,,,,10.43,8.0,89.0,feb
swsh12pt5gg-GG43,Zeraora VSTAR,Pokémon,Lightning,2025/02/22,,,,,,,14.04,11.75,80.0,feb
swsh12pt5gg-GG44,Mewtwo VSTAR,Pokémon,Psychic,2025/02/22,,,,,,,124.7,112.0,225.0,feb
swsh12pt5gg-GG45,Deoxys VMAX,Pokémon,Psychic,2025/02/22,,,,,,,41.45,38.0,179.0,feb
swsh12pt5gg-GG46,Deoxys VSTAR,Pokémon,Psychic,2025/02/22,,,,,,,21.21,17.0,100.0,feb
swsh12pt5gg-GG47,Hatterene VMAX,Pokémon,Psychic,2025/02/22,,,,,,,5.04,3.48,89.0,feb
swsh12pt5gg-GG48,Zacian V,Pokémon,Psychic,2025/02/22,,,,,,,16.16,13.5,100.0,feb
swsh12pt5gg-GG49,Drapion V,Pokémon,Darkness,2025/02/22,,,,,,,3.85,2.04,20.0,feb
swsh12pt5gg-GG50,Darkrai VSTAR,Pokémon,Darkness,2025/02/22,,,,,,,34.52,28.0,80.0,feb
swsh12pt5gg-GG51,Hisuian Samurott V,Pokémon,Darkness,2025/02/22,,,,,,,9.79,6.79,45.77,feb
swsh12pt5gg-GG52,Hisuian Samurott VSTAR,Pokémon,Darkness,2025/02/22,,,,,,,6.81,5.0,35.0,feb
swsh12pt5gg-GG53,Hoopa V,Pokémon,Darkness,2025/02/22,,,,,,,5.87,4.0,20.0,feb
swsh12pt5gg-GG54,Zamazenta V,Pokémon,Metal,2025/02/22,,,,,,,12.34,10.83,89.0,feb
swsh12pt5gg-GG55,Regigigas VSTAR,Pokémon,Colorless,2025/02/22,,,,,,,10.84,8.0,100.0,feb
swsh12pt5gg-GG56,Hisuian Zoroark VSTAR,Pokémon,Colorless,2025/02/22,,,,,,,24.57,18.82,100.0,feb
swsh12pt5gg-GG57,Adaman,Trainer,,2025/02/22,,,,,,,3.79,2.0,89.0,feb
swsh12pt5gg-GG58,Cheren's Care,Trainer,,2025/02/22,,,,,,,2.84,1.49,22.98,feb
swsh12pt5gg-GG59,Colress's Experiment,Trainer,,2025/02/22,,,,,,,3.44,2.0,89.0,feb
swsh12pt5gg-GG60,Cynthia's Ambition,Trainer,,2025/02/22,,,,,,,17.91,14.29,100.0,feb
swsh12pt5gg-GG61,Gardenia's Vigor,Trainer,,2025/02/22,,,,,,,9.75,7.0,89.0,feb
swsh12pt5gg-GG62,Grant,Trainer,,2025/02/22,,,,,,,1.7,1.25,12.0,feb
swsh12pt5gg-GG63,Irida,Trainer,,2025/02/22,,,,,,,9.87,8.76,80.0,feb
swsh12pt5gg-GG64,Melony,Trainer,,2025/02/22,,,,,,,4.52,2.77,29.95,feb
swsh12pt5gg-GG65,Raihan,Trainer,,2025/02/22,,,,,,,3.01,2.31,999.99,feb
swsh12pt5gg-GG66,Roxanne,Trainer,,2025/02/22,,,,,,,5.28,3.5,89.0,feb
swsh12pt5gg-GG67,Origin Forme Palkia VSTAR,Pokémon,Water,2025/02/22,,,,,,,85.35,80.0,249.99,feb
swsh12pt5gg-GG68,Origin Forme Dialga VSTAR,Pokémon,Metal,2025/02/22,,,,,,,81.79,73.5,199.96,feb
swsh12pt5gg-GG69,Giratina VSTAR,Pokémon,Dragon,2025/02/22,,,,,,,211.56,200.0,1000.0,feb
swsh12pt5gg-GG70,Arceus VSTAR,Pokémon,Colorless,2025/02/22,,,,,,,135.05,121.0,202.58,feb
